Name Surname HW1 HW2 HW3 HW4 HW5 HW6 HW7 Exam
Name285 Surname1 5.87566 2.17015 9.65019 4.04522 4.48821 4.97785 5.62382 3.57127
Name286 Surname2 7.26205 3.45605 2.41071 8.06156 9.89478 8.9596 5.10277 2.69215
Name287 Surname1 7.3474 8.80034 9.55883 1.88481 9.54602 5.33884 3.81574 5.84407
Name288 Surname2 8.88515 8.22084 8.90916 8.97204 3.09666 1.12473 5.63353 8.97581
Name289 Surname1 4.92011 8.27807 2.77583 5.94265 6.58184 8.82933 2.28779 4.85823
Name290 Surname2 1.16409 1.1822 5.1106 2.83253 4.96398 6.29957 3.30579 1.55547
Name291 Surname1 5.72595 8.17251 2.4447 9.74065 5.65903 8.17952 2.6077 2.17083
Name292 Surname2 9.06454 3.23268 7.13108 8.32243 9.31788 4.2773 3.43854 8.26418
Name293 Surname1 4.92333 3.70995 4.59871 2.23619 4.40418 8.58161 5.37329 9.21348
Name294 Surname2 4.1581 6.17067 8.98001 6.71214 5.10077 8.88285 2.39011 7.36282
Name295 Surname1 8.11333 6.18884 9.89684 6.08464 1.06508 1.67504 8.90797 9.49427
Name296 Surname2 9.05604 7.30369 1.78344 9.51813 3.7249 1.10605 7.02908 2.50039
Name297 Surname1 1.28087 6.20575 9.21826 2.21548 9.76864 5.17411 4.10218 8.06183
Name298 Surname2 9.94454 8.12107 1.20685 2.64715 1.44579 7.03794 5.88952 5.20875
Name299 Surname1 2.38348 8.92148 8.66425 5.30329 2.44063 4.14858 5.06447 8.79746
Name300 Surname2 1.23258 1.65368 3.42011 7.60197 5.87124 1.49088 6.67672 1.35674
Name301 Surname1 9.77288 7.84762 9.20887 1.12568 7.1807 2.41856 3.58015 9.07163
Name302 Surname2 5.22832 1.92442 2.9903 6.87807 3.18023 8.28254 7.57466 6.36412
Name303 Surname1 1.53248 9.14362 2.06172 6.42984 2.75268 4.26238 5.89099 1.60237
Name304 Surname2 9.08935 1.77048 4.32525 6.34581 7.96644 3.32402 2.75121 9.2289
Name305 Surname1 1.66036 3.24165 9.38868 6.58157 5.53434 6.69905 4.43857 7.17841
Name306 Surname2 4.95065 7.1212 1.74019 7.29075 4.80468 5.29812 7.34922 9.4921
Name307 Surname1 7.78943 7.41629 9.11502 5.21596 3.04682 9.05971 7.35158 6.2838
Name308 Surname2 6.1518 1.21981 3.92014 4.62784 2.76319 8.77005 7.4151 4.65915
Name309 Surname1 8.42469 8.94338 2.76227 9.05777 7.25508 4.70405 9.23205 1.33251
Name310 Surname2 6.53391 7.64695 4.204 9.95068 8.09769 9.47107 6.13147 2.43898
Name311 Surname1 6.06727 2.44024 6.6188 9.72432 2.99447 1.53223 8.88079 6.37339
Name312 Surname2 2.33773 6.58081 7.83129 1.74691 5.69019 9.71359 9.04092 2.07678
Name313 Surname1 4.3461 5.30893 9.46063 6.43225 4.33574 8.72135 4.97314 5.03505
Name314 Surname2 9.04863 8.2707 9.17356 7.50416 4.59967 2.97683 6.65785 8.95503
Name315 Surname1 2.1463 9.32831 4.18838 2.76635 9.9911 5.46201 3.67383 9.12299
Name316 Surname2 2.32047 9.18117 1.84412 5.62137 5.52959 6.95469 9.13854 8.18571
Name317 Surname1 8.32064 9.10724 8.31024 6.19929 6.19433 5.77157 1.10731 9.08072
Name318 Surname2 9.82021 2.95057 9.74169 6.51764 3.94157 8.59435 3.12509 9.39253
Name319 Surname1 7.2062 8.86722 2.50921 5.65906 9.95192 8.36042 3.21984 8.02822
Name320 Surname2 7.97752 3.77133 4.31671 4.44404 9.66761 8.78253 3.66278 1.49823
Name321 Surname1 1.41468 3.14017 8.15404 5.52867 6.74225 5.78282 7.84145 5.4214
Name322 Surname2 9.95832 2.30933 9.49733 3.78734 8.42022 2.25303 4.56679 1.68202
Name323 Surname1 1.25186 5.92403 7.78132 3.19008 1.91553 8.18694 6.8146 8.33896
Name324 Surname2 9.91874 8.06316 4.27148 5.83831 1.74646 4.39009 9.53445 5.39676
Name325 Surname1 7.73842 3.70649 9.74383 7.38343 1.64186 7.93679 5.48471 1.52161
Name326 Surname2 5.6927 5.93523 4.81849 5.35079 4.16885 4.9196 9.77856 4.69168
Name327 Surname1 5.24577 3.79169 6.28252 2.03925 7.98438 9.49105 4.44427 5.90487
Name328 Surname2 2.37054 4.57772 8.91182 7.93291 1.17194 8.19545 1.25744 5.14349
Name329 Surname1 4.50129 2.08085 6.30705 6.16506 7.28413 7.24711 5.41163 8.05065
Name330 Surname2 7.8578 9.56374 1.99681 4.71784 7.42903 1.80531 7.41857 7.83522
Name331 Surname1 5.80254 3.29198 5.55483 7.12733 5.82343 1.74456 8.83812 8.6743
Name332 Surname2 2.626 9.80529 5.73132 3.63934 4.16675 2.51567 6.42519 8.35172
Name333 Surname1 5.30063 3.01319 9.99972 3.0967 2.61243 9.46858 9.83768 9.21291
Name334 Surname2 7.33573 9.45544 2.76441 1.65487 6.54013 5.29355 6.09874 1.36228
Name335 Surname1 9.69729 1.34797 8.99648 2.24524 7.73902 8.54626 5.4467 9.93006
Name336 Surname2 8.45739 8.2385 2.70285 7.49398 6.01096 1.03644 7.73297 4.5675
Name337 Surname1 6.65437 4.64177 6.57019 5.35353 6.83809 7.91728 3.18081 7.87957
Name338 Surname2 1.48519 1.61161 2.18012 5.96039 2.90248 3.97535 4.68318 6.88245
Name339 Surname1 4.92964 1.24428 9.67816 2.74582 5.18458 3.47993 8.94666 8.59909
Name340 Surname2 5.10264 8.61022 6.94516 6.69932 4.44068 3.97755 9.16731 4.21573
Name341 Surname1 3.51432 8.6827 4.01168 1.22304 7.08248 9.76784 1.29587 9.53744
Name342 Surname2 7.29298 7.06401 2.77802 1.51285 9.08403 9.25395 4.51917 2.97856
Name343 Surname1 6.33016 7.73029 6.85151 4.55983 7.07943 7.01021 5.97146 6.825
Name344 Surname2 7.03587 7.66344 3.72625 8.70383 5.93693 8.63866 6.21942 1.65219
Name345 Surname1 1.20079 9.4376 3.32199 1.58214 4.8768 7.02081 5.26069 1.11998
Name346 Surname2 5.26889 1.38614 8.7239 8.79822 9.03848 9.11193 1.9623 6.72109
Name347 Surname1 3.08072 2.96588 6.34425 1.3513 3.68453 5.30729 1.74172 9.60868
Name348 Surname2 5.23483 6.11291 3.9285 7.04676 8.45217 1.80474 9.58825 3.20559
Name349 Surname1 5.37769 4.94285 7.40855 7.33221 6.51864 8.16425 3.33099 9.46709
Name350 Surname2 1.84179 8.39645 7.49001 1.21244 2.70457 5.11194 9.76505 5.87427
Name351 Surname1 7.67879 6.03827 6.20373 8.90996 6.785 4.40858 7.30705 9.81649
Name352 Surname2 9.2534 6.49899 5.81138 3.52638 4.88066 9.65107 7.72723 1.20759
Name353 Surname1 1.17571 2.41364 7.99564 5.59884 9.86357 9.14434 3.38998 3.80604
Name354 Surname2 6.62866 1.07157 6.16871 5.86461 7.58088 1.74779 1.08068 1.11073
Name355 Surname1 6.874 5.32267 8.69758 7.04654 8.63191 5.14176 7.93145 1.74706
Name356 Surname2 9.26726 5.02533 2.19754 8.394 4.24162 3.01681 5.05505 3.62919
Name357 Surname1 7.91502 4.4423 1.98711 6.6009 5.90174 3.91888 4.77775 3.89933
Name358 Surname2 6.62748 5.348 2.6941 7.25587 6.88223 9.78956 7.83863 4.56892
Name359 Surname1 5.66645 1.61407 1.31823 6.91295 9.68788 6.8014 5.91952 3.38961
Name360 Surname2 2.88019 2.2985 1.8206 1.63942 8.53761 8.77133 1.82061 9.34147
Name361 Surname1 8.51926 4.10898 7.54293 5.19999 4.49782 6.12071 3.05213 8.90438
Name362 Surname2 6.69047 9.84744 8.16617 9.86102 4.9324 7.5386 2.52371 6.20774
Name363 Surname1 1.30673 1.01987 5.25012 8.21657 8.898 3.93527 7.02376 5.68827
Name364 Surname2 1.60257 1.5371 2.90972 5.81626 7.80003 5.06745 1.10034 1.96464
Name365 Surname1 7.14296 4.23829 7.15393 7.07312 9.84574 6.9936 3.32179 3.68559
Name366 Surname2 8.07408 2.86034 1.61393 2.48968 9.38702 8.46023 7.36307 6.34042
Name367 Surname1 1.37148 8.95588 4.0791 6.21603 3.08474 7.22461 7.33643 8.93823
Name368 Surname2 1.35019 4.76717 1.45251 9.06585 9.14337 7.56334 2.53834 1.75909
Name369 Surname1 8.47502 8.09421 9.02737 5.56352 1.59572 6.08762 3.04703 2.40855
Name370 Surname2 7.4862 4.01972 8.88751 1.31813 3.6002 8.79215 4.94844 6.66169
Name371 Surname1 1.05982 1.88277 4.64791 1.37652 1.99205 2.24442 6.17067 9.05835
Name372 Surname2 8.15736 7.98355 6.93092 4.58811 8.94667 5.31768 1.69952 2.61055
Name373 Surname1 1.49331 1.62517 3.14886 9.49893 2.98185 4.7891 3.09233 3.0154
Name374 Surname2 2.31424 8.75911 5.98835 1.15232 7.41789 3.64764 6.57434 7.93188
Name375 Surname1 4.60331 4.63721 8.44935 9.18068 3.29823 6.41934 4.6135 7.88432
Name376 Surname2 3.29728 1.96441 3.42685 1.17287 4.51976 1.29686 8.96251 8.62298
Name377 Surname1 1.79448 3.24418 3.63434 6.58383 1.24712 4.31037 8.0849 8.32736
Name378 Surname2 6.0659 3.28587 5.12216 2.05577 9.61339 8.74042 7.59608 7.0493
Name379 Surname1 9.58618 3.36261 9.08955 7.61044 9.15212 9.12246 6.79305 8.63023
Name380 Surname2 2.35248 6.60955 3.33056 7.27735 2.44277 6.31631 2.92426 3.98235
Name381 Surname1 9.27437 6.50164 1.01452 8.80719 5.65405 7.7249 1.18229 7.02957
Name382 Surname2 2.01012 6.63744 3.05505 3.28853 5.40129 1.21518 7.43291 4.95605
Name383 Surname1 8.57021 9.27103 8.1495 3.39355 3.29719 1.37467 5.92344 4.48275
Name384 Surname2 6.2809 5.31479 1.59093 5.71674 5.78981 2.14354 9.54737 4.70451
Name385 Surname1 7.62696 6.73661 3.13366 4.38861 4.54483 8.59824 1.94726 5.12032
Name386 Surname2 6.18198 8.99082 3.401 9.14483 1.73211 8.09984 8.59007 6.1931
Name387 Surname1 3.99299 7.40522 5.75385 9.50455 1.63904 5.32284 5.38904 3.14129
Name388 Surname2 4.73575 2.90672 6.13834 9.05791 6.70634 3.54903 7.96256 9.61978
Name389 Surname1 1.50498 9.19219 3.71819 1.0253 8.76554 6.23682 1.60901 6.24913
Name390 Surname2 2.55478 2.42184 6.03809 3.97903 1.55181 3.72527 5.5374 8.91508
Name391 Surname1 9.34528 9.98392 7.89602 5.55829 8.22541 2.05339 9.83684 2.01609
Name392 Surname2 4.05718 3.77889 4.54747 3.61073 7.94042 3.13818 1.67219 2.40714
Name393 Surname1 3.44521 3.95669 7.90658 9.64215 3.5805 9.25786 7.32259 3.51307
Name394 Surname2 1.42221 6.5438 8.37185 8.85212 9.84341 4.49879 1.47336 7.1121
Name395 Surname1 1.39466 6.73308 2.06316 9.18564 3.85241 9.54084 1.70385 6.36007
Name396 Surname2 6.27241 8.12689 2.11529 3.28524 2.97802 7.7126 4.12533 6.91689
Name397 Surname1 5.81446 5.23421 4.12043 2.09413 9.76837 2.39885 1.56358 6.64683
Name398 Surname2 6.37594 5.88062 4.61917 2.8841 5.84514 5.63953 8.22563 3.76684
Name399 Surname1 5.95493 3.38265 9.38443 9.24381 6.60189 3.02141 7.91142 7.79632
Name400 Surname2 5.77586 8.81163 4.48911 2.94011 4.94609 1.25369 4.80368 2.72383
Name401 Surname1 1.89879 6.06451 4.43863 3.03571 3.71893 2.71279 6.84713 1.8379
Name402 Surname2 1.92418 6.38779 1.91752 5.96943 6.80395 5.11098 6.94038 9.34681
Name403 Surname1 6.64655 7.73142 9.97928 7.78948 1.02146 6.77279 5.76822 4.94559
Name404 Surname2 6.52069 7.83787 9.22116 4.81207 8.31116 8.22139 3.99229 6.52816
Name405 Surname1 1.31571 9.35073 5.50473 2.90575 8.24409 2.61557 6.14232 7.52758
Name406 Surname2 3.74987 7.21032 6.7576 3.17202 6.76723 3.83119 7.79984 8.12522
Name407 Surname1 3.34909 9.72247 5.03109 7.96624 1.11009 2.97274 4.50945 1.78867
Name408 Surname2 7.23814 9.02573 6.14197 4.35696 2.7138 7.75254 5.21031 1.45836
Name409 Surname1 6.11321 3.58879 5.93799 6.5051 2.58529 4.23743 4.6731 8.80088
Name410 Surname2 5.546 8.87002 4.37864 1.78392 8.8903 6.01342 5.4477 7.21305
Name411 Surname1 2.42364 4.85631 4.83841 6.11565 8.22826 9.44427 5.28775 6.97987
Name412 Surname2 5.22708 7.52532 2.6271 5.76189 8.3547 2.07552 8.40241 2.87871
Name413 Surname1 3.68863 7.57197 5.6618 1.43879 9.11745 6.07054 2.00765 3.25696
Name414 Surname2 9.59354 9.48957 8.10465 8.98186 7.38235 5.60862 4.46196 8.10457
Name415 Surname1 3.12773 2.68592 2.76685 8.42993 5.52536 2.51116 1.21598 8.8394
Name416 Surname2 9.98663 8.26442 9.28532 9.12615 5.35511 5.03696 4.08506 8.89466
Name417 Surname1 1.0876 8.64835 4.91327 4.69329 6.2251 7.83757 4.55042 5.4231
Name418 Surname2 9.80668 9.38006 2.29941 8.90925 8.3659 9.36717 6.93379 8.91142
Name419 Surname1 4.29686 5.90028 6.81174 9.90309 1.33705 2.63726 7.73369 2.90499
Name420 Surname2 8.46505 8.75637 6.04997 7.10696 4.85747 3.31022 8.75583 8.65905
Name421 Surname1 8.84633 8.06065 3.04622 8.35161 1.1106 8.83159 2.81567 3.67932
Name422 Surname2 2.14887 1.1962 1.50285 3.62436 7.85227 7.49979 9.93294 4.00963
Name423 Surname1 8.08521 8.85552 6.14249 7.80943 9.51401 8.96269 8.49435 6.568
Name424 Surname2 3.97444 4.26793 3.43997 2.03103 1.24556 6.69638 8.98456 2.98528
Name425 Surname1 3.36911 5.291 9.3381 1.92075 3.88631 9.30319 8.78784 3.71807
Name426 Surname2 8.91504 9.34502 4.71654 2.77856 9.0485 2.93106 8.0016 9.05442
Name427 Surname1 7.38541 3.98508 8.55261 7.87016 3.75327 3.81876 3.02315 1.70432
Name428 Surname2 6.72729 9.14507 3.41978 3.10859 8.41698 4.72041 3.00658 9.41888
Name429 Surname1 3.18058 5.8328 4.02284 8.96968 6.04996 8.28617 3.02451 2.24323
Name430 Surname2 2.13656 3.54455 5.58148 6.65626 7.83483 4.55839 8.21866 2.85785
Name431 Surname1 5.68273 8.22288 1.85729 2.00019 5.52148 6.75077 6.0327 3.44523
Name432 Surname2 3.99189 9.82693 9.20491 1.18477 6.89548 7.01869 6.39769 2.01565
Name433 Surname1 7.87373 2.32972 2.94057 6.4383 9.82798 1.58482 7.44961 8.17988
Name434 Surname2 3.84987 7.73004 6.3722 6.56725 3.53189 1.61848 7.93797 2.62445
Name435 Surname1 2.84067 2.90891 8.56117 5.53439 5.04901 8.47351 9.76194 7.02073
Name436 Surname2 4.13019 7.47989 7.18402 6.69188 4.07559 9.38462 4.73591 3.98331
Name437 Surname1 6.48071 7.05888 2.01861 8.70709 7.88743 5.13661 7.43054 1.93701
Name438 Surname2 6.42784 1.77394 2.3443 9.06852 9.0033 8.79351 4.39992 3.3789
Name439 Surname1 4.06914 9.54366 4.63963 6.99949 9.1684 5.52199 8.70842 1.44474
Name440 Surname2 7.42921 7.67049 7.06657 2.8568 5.22956 2.78912 9.0187 2.85299
Name441 Surname1 4.77459 6.44248 1.08302 1.10983 8.84983 9.78746 1.35047 9.1485
Name442 Surname2 8.96637 8.33595 4.69286 2.90264 2.61256 3.97531 1.64288 8.86823
Name443 Surname1 8.59252 4.9641 5.41245 4.29972 1.92457 8.26718 4.2624 3.64276
Name444 Surname2 4.98877 8.52383 7.25305 1.17012 4.4355 8.5299 3.70556 3.766
Name445 Surname1 7.39458 9.58888 5.6544 9.76074 5.96473 3.98939 8.97694 5.88384
Name446 Surname2 7.41325 9.62608 6.14099 5.72033 6.4422 2.99439 8.15084 3.61861
Name447 Surname1 7.79614 4.70377 9.23017 6.1968 2.23895 7.34918 3.99173 7.8315
Name448 Surname2 3.93185 6.9401 2.68575 5.55944 7.9298 6.39537 9.5768 5.40729
Name449 Surname1 6.29966 9.60866 1.76026 4.35746 2.78735 8.39199 1.09244 7.46496
Name450 Surname2 2.36196 9.23127 2.33041 7.4635 2.1925 1.55541 5.22296 3.98565
Name451 Surname1 5.0107 1.80333 1.29768 3.17931 6.14531 6.07978 8.52397 5.28146
Name452 Surname2 4.97594 3.67466 5.34383 8.48398 9.52221 3.80608 7.60492 5.0666
Name453 Surname1 7.08223 2.14663 8.38681 3.54382 8.27926 9.23423 2.32755 3.11891
Name454 Surname2 1.17406 9.15143 5.9433 8.3898 6.06256 1.44148 1.12555 1.79745
Name455 Surname1 1.93301 2.44014 3.78752 8.98602 3.20433 9.54146 1.64726 3.13386
Name456 Surname2 2.54638 4.0148 6.6118 2.60986 5.562 8.93271 6.67176 3.88321
Name457 Surname1 5.50558 8.83653 5.36427 7.26261 8.54412 8.56827 9.52804 3.42614
Name458 Surname2 1.79333 8.25533 3.68398 9.37913 7.16761 3.20862 5.10127 1.87119
Name459 Surname1 9.84275 6.66185 8.72193 1.53759 9.56744 1.46615 2.15371 4.3623
Name460 Surname2 9.26933 9.84454 9.10076 4.86503 3.94896 7.31657 1.63123 9.14745
Name461 Surname1 1.37374 7.88596 5.77476 9.36112 4.38794 4.67586 7.80573 1.68271
Name462 Surname2 4.39943 5.23779 7.4093 5.05964 6.88602 3.95921 7.7413 1.25209
Name463 Surname1 2.63857 7.60017 6.63775 9.23035 9.71008 2.51661 8.25331 1.90477
Name464 Surname2 6.62578 6.87235 2.64336 8.08071 7.18743 1.5061 7.78655 6.72459
Name465 Surname1 4.83753 5.52064 9.82298 2.06557 6.54786 2.91051 7.04416 7.29284
Name466 Surname2 8.79603 3.00661 1.1591 8.71495 3.46594 7.11443 6.65362 7.81159
Name467 Surname1 4.26382 1.14391 7.82963 8.84226 5.59415 6.76166 5.72241 2.66652
Name468 Surname2 9.95327 1.31813 7.10058 6.1743 5.07855 5.44319 1.8411 3.82645
Name469 Surname1 7.66663 2.80863 7.87208 1.97056 7.29206 4.97914 2.94951 1.85387
Name470 Surname2 3.05072 7.3968 7.28421 7.41831 1.44008 2.66167 9.31732 7.01432
Name471 Surname1 5.41986 6.03016 1.66424 1.99461 1.9231 2.16171 3.82678 8.44775
Name472 Surname2 3.87922 9.49902 2.17257 7.517 9.85162 2.8707 8.349 8.83996
Name473 Surname1 1.74932 8.61391 8.70764 2.99069 9.96643 2.23105 3.32035 7.28098
Name474 Surname2 3.29993 2.53223 4.97132 7.56253 3.65311 7.55832 6.29072 2.87595
Name475 Surname1 6.31675 5.55254 7.51586 8.9142 1.07428 3.69201 5.58519 5.34679
Name476 Surname2 6.92537 1.97859 4.92431 6.88997 6.01328 3.47115 6.45962 2.05095
Name477 Surname1 1.29421 2.25688 9.86506 3.07159 4.42478 1.06157 4.47563 6.43295
Name478 Surname2 2.56349 3.78219 6.21022 7.24109 7.26057 6.71918 6.10221 8.5674
Name479 Surname1 2.14106 2.23784 1.21885 3.9703 9.97264 4.46542 4.70258 9.53258
Name480 Surname2 7.06503 3.94644 3.91751 5.31452 4.35445 7.88366 2.32652 6.56516
Name481 Surname1 3.73892 6.02317 1.39431 3.5842 6.90326 7.46864 3.36714 7.52732
Name482 Surname2 7.88742 3.65884 1.23367 4.28785 3.80452 9.37573 9.29 4.32082
Name483 Surname1 4.68646 2.40637 7.624 1.76403 4.21794 9.07663 2.62324 8.45445
Name484 Surname2 5.91602 8.78314 8.8225 4.53247 7.44277 4.5564 7.07505 9.62269
Name485 Surname1 3.1842 7.27145 7.88624 4.32634 4.7258 6.29559 4.68491 2.63385
Name486 Surname2 9.54174 5.74015 9.70293 6.51354 5.54847 7.35329 3.84802 4.36733
Name487 Surname1 6.78881 8.38888 4.12186 2.45269 9.53914 6.62019 9.82425 6.26789
Name488 Surname2 6.43351 8.66706 7.51393 5.90123 2.5991 1.87473 6.89302 6.59973
Name489 Surname1 6.22834 3.65738 5.95795 3.59788 3.82203 2.8507 1.44944 6.13411
Name490 Surname2 7.80813 1.50759 4.5032 1.55901 9.15542 4.71654 1.09266 5.17683
Name491 Surname1 3.65491 7.53943 5.11788 3.0851 3.58195 5.06374 9.58362 5.25082
Name492 Surname2 5.13654 3.84538 7.45974 5.02909 5.4672 3.80488 5.88381 4.68323
Name493 Surname1 9.8238 4.98842 4.75899 5.1038 6.05178 4.76837 1.92811 8.88525
Name494 Surname2 5.71505 2.48842 6.24442 8.04397 5.97061 2.98979 4.92109 7.89715
Name495 Surname1 1.8767 7.81775 4.79889 5.68481 5.71433 9.34961 2.86127 6.71966
Name496 Surname2 4.54151 6.73676 1.76648 5.46246 5.98328 5.593 8.68368 3.43591
Name497 Surname1 6.04609 4.25828 6.50689 1.86326 9.31791 7.60768 4.23504 6.57408
Name498 Surname2 5.51862 1.12556 3.87177 9.52087 8.50413 2.23236 3.65151 5.19147
Name499 Surname1 1.33116 2.49068 8.89752 8.89886 3.08242 5.63479 4.16554 1.29669
Name500 Surname2 1.49067 3.62742 3.76072 5.74353 6.653 2.81251 6.17434 3.0493
Name501 Surname1 8.90843 9.96733 2.84413 4.15781 8.99234 5.76378 8.89333 1.84167
Name502 Surname2 8.37097 4.77382 7.66566 7.76503 7.78014 7.40758 9.8186 2.28485
Name503 Surname1 4.65914 9.43209 6.5647 9.8125 1.42031 2.98986 9.00191 7.96578
Name504 Surname2 9.75001 2.29494 9.30395 3.7113 8.39911 4.44287 1.35326 5.42175
Name505 Surname1 7.84377 2.25144 1.02549 4.01216 7.81736 1.95303 3.68676 2.9422
Name506 Surname2 4.67924 7.98675 5.71993 1.33623 1.5646 5.32221 7.00357 2.01427
Name507 Surname1 3.77638 2.93905 1.20212 1.45398 8.82376 2.5933 8.27581 2.24241
Name508 Surname2 1.44468 9.77811 7.16468 1.13969 3.5636 6.35321 8.66496 5.58245
Name509 Surname1 8.76751 3.69489 9.69055 6.80741 8.0651 4.74411 7.99119 6.73592
Name510 Surname2 6.98045 6.96194 9.98701 8.5091 2.72045 1.28485 1.38703 5.13457
Name511 Surname1 9.48529 4.3617 1.8987 6.5302 7.73743 8.51578 3.0409 9.64341
Name512 Surname2 4.12381 9.14742 3.78951 1.07516 2.75262 2.04727 9.48195 8.08454
Name513 Surname1 7.46708 2.45653 1.22992 7.99183 3.27821 6.59014 1.39187 8.286
Name514 Surname2 4.44013 1.77602 9.95712 9.25876 3.74569 9.21778 8.1092 9.30476
Name515 Surname1 5.48191 9.98535 5.89255 1.32042 2.26898 3.3312 4.26866 1.11057
Name516 Surname2 6.41672 1.45688 8.79906 3.16921 7.65283 2.4136 6.35732 2.20049
Name517 Surname1 6.11601 6.59277 4.72106 6.86736 6.49567 4.01786 1.68934 3.59473
Name518 Surname2 1.56478 3.38633 6.26372 7.75819 2.01168 9.73683 8.55125 2.72423
Name519 Surname1 3.44912 2.8125 9.55818 5.45823 7.57366 9.81493 3.7766 1.23547
Name520 Surname2 5.06866 4.99335 5.76973 2.22989 1.87383 2.84461 1.49257 7.93667
Name521 Surname1 4.71759 8.67594 9.42633 1.91719 9.20943 9.92725 8.12888 3.94263
Name522 Surname2 4.97882 4.40186 6.36363 8.2146 6.39002 9.62691 8.7473 9.05187
Name523 Surname1 1.56655 3.2345 3.78787 6.67679 8.8601 9.43772 1.91242 3.14841
Name524 Surname2 1.02378 2.20271 5.98073 7.04903 5.8357 5.90737 6.1747 3.46548
Name525 Surname1 3.25815 1.26071 4.24737 5.26625 5.28879 2.43856 1.1312 4.68966
Name526 Surname2 4.51394 9.51371 6.37027 5.57626 9.75168 8.39403 6.11146 5.817
Name527 Surname1 8.95371 5.55498 9.87718 6.36563 2.03817 4.47321 3.27571 6.74637
Name528 Surname2 1.93566 3.21009 5.74155 1.68805 7.11118 5.50102 2.02695 7.49966
Name529 Surname1 2.59408 4.05088 6.46187 1.1087 9.97195 1.85798 7.25279 9.69324
Name530 Surname2 5.16234 6.46369 1.52765 5.58321 6.52391 6.58547 6.63289 7.77279
Name531 Surname1 8.97407 7.32477 8.10983 7.91292 3.28009 7.70911 1.64638 8.69457
Name532 Surname2 8.36784 3.4947 1.86848 6.13248 8.72766 8.04868 7.05103 4.51469
Name533 Surname1 1.65424 2.48601 1.88593 4.93491 5.5765 4.6063 1.33 7.95573
Name534 Surname2 9.04834 6.50269 9.81917 8.67417 8.09125 1.03788 2.11523 1.68677
Name535 Surname1 3.38262 7.23276 1.7066 5.31468 6.35656 3.75428 1.271 9.21876
Name536 Surname2 4.29437 7.43092 8.6884 2.29704 2.34303 4.02156 4.58887 1.45506
Name537 Surname1 2.13988 5.81769 3.6325 9.9564 2.72046 7.44375 1.98603 2.36156
Name538 Surname2 7.7525 9.02606 1.99053 6.1259 8.83314 9.37611 4.37466 4.49836
Name539 Surname1 3.5962 6.73725 8.16633 7.43504 6.56858 4.42383 8.80942 9.99808
Name540 Surname2 7.17166 1.73558 3.10368 4.5022 4.09995 2.88332 8.54672 4.69021
Name541 Surname1 1.07169 4.36685 1.46905 3.20952 6.68418 8.31397 9.15946 8.54461
Name542 Surname2 5.48483 9.07033 2.77178 1.589 2.4155 1.32739 5.18557 8.35545
Name543 Surname1 7.2215 5.20512 9.05582 3.02863 4.08462 9.65491 9.42599 4.18381
Name544 Surname2 9.67739 5.58518 4.97709 6.91834 6.7294 3.15019 5.45108 4.64819
Name545 Surname1 1.38142 4.57152 7.36781 6.10672 2.9159 7.73948 6.05002 8.35486
Name546 Surname2 3.88103 8.97803 1.66772 5.68083 4.02343 6.60051 1.75438 4.29074
Name547 Surname1 7.32427 7.8002 2.90413 7.89876 1.69728 1.53248 4.59781 3.89135
Name548 Surname2 2.66163 1.37042 9.05239 5.89583 6.20034 1.16107 5.14936 3.21047
Name549 Surname1 2.05957 3.64719 5.52272 1.30227 6.54151 6.88305 4.02041 6.18068
Name550 Surname2 7.16032 6.00523 7.09387 8.7751 2.21575 7.63467 9.47364 2.46311
Name551 Surname1 9.68054 9.86643 7.16314 9.5269 6.48342 5.82672 3.3516 2.54533
Name552 Surname2 2.92036 2.72692 1.10527 6.99648 5.75203 4.56322 1.18924 3.37241
Name553 Surname1 8.82957 4.83079 8.1237 2.21216 4.83877 4.47376 4.30522 4.36218
Name554 Surname2 8.32493 7.31501 1.68034 4.16576 6.05174 9.01408 1.96956 6.33342
Name555 Surname1 3.28643 5.8351 7.72605 6.25158 3.10634 8.65755 6.42208 5.49844
Name556 Surname2 9.66263 3.46823 3.3439 7.72492 2.00296 8.37841 9.18365 8.08839
Name557 Surname1 6.91244 6.10285 9.55867 2.45075 4.27561 7.09236 7.72173 8.28316
Name558 Surname2 5.26018 1.08627 3.47318 1.77522 1.57557 7.21503 2.27864 3.10383
Name559 Surname1 6.76862 6.80957 6.40044 9.79252 1.34736 6.96998 5.83925 5.75294
Name560 Surname2 4.10053 1.70941 6.63968 3.60272 7.66469 1.7059 4.03448 7.09915
Name561 Surname1 3.14476 1.7368 2.20226 4.77625 6.89948 7.29645 9.50149 8.62846
Name562 Surname2 6.57003 8.46124 3.36898 4.02601 5.94613 2.64527 4.86276 9.7983
Name563 Surname1 8.10108 5.15871 8.75613 1.61884 3.85262 1.00555 4.71078 5.73669
Name564 Surname2 8.23698 2.8119 4.15288 8.0232 9.25041 8.0153 5.97296 9.32286
Name565 Surname1 8.17252 9.7098 2.7967 4.56813 1.9509 4.94805 6.70265 1.03058
Name566 Surname2 6.13324 3.13083 9.27052 6.90391 3.39159 9.03795 8.96818 3.41245
Name567 Surname1 9.17934 1.54323 8.41937 1.59891 9.13871 7.28451 9.82371 5.24953
Name568 Surname2 2.39369 6.72186 5.97361 4.19279 9.43424 4.16794 8.29326 5.11175
Name569 Surname1 7.55925 2.50512 7.36599 5.47224 3.82698 9.00515 6.71228 3.99571
